location,count,crime_type
Odisha,2008.0,general
Odisha,2008.0,general
Odisha,2008.0,general
Odisha,2008.0,general
Odisha,2009.0,general
Odisha,2009.0,general
Odisha,2009.0,general
Odisha,2009.0,general
Odisha,2009.0,general
Odisha,2009.0,general
Odisha,2009.0,general
Odisha,2009.0,general
Odisha,2009.0,general
Odisha,2009.0,general
Odisha,2009.0,general
Odisha,2009.0,general
Odisha,2009.0,general
Odisha,2009.0,general
Odisha,2010.0,general
Odisha,2010.0,general
Odisha,2010.0,general
Odisha,2010.0,general
Odisha,2010.0,general
Odisha,2010.0,general
Odisha,2010.0,general
Odisha,2010.0,general
Odisha,2010.0,general
Odisha,2010.0,general
Odisha,2010.0,general
Odisha,2010.0,general
Odisha,2010.0,general
Odisha,2010.0,general
Odisha,2011.0,general
Odisha,2011.0,general
Odisha,2011.0,general
Odisha,2011.0,general
Odisha,2011.0,general
Odisha,2011.0,general
Odisha,2011.0,general
Odisha,2011.0,general
Odisha,2011.0,general
Odisha,2011.0,general
Odisha,2011.0,general
Odisha,2011.0,general
Odisha,2011.0,general
Odisha,2011.0,general
Odisha,2012.0,general
Odisha,2012.0,general
Odisha,2012.0,general
Odisha,2012.0,general
Odisha,2012.0,general
Odisha,2012.0,general
Odisha,2012.0,general
Odisha,2012.0,general
Odisha,2012.0,general
Odisha,2012.0,general
Odisha,2012.0,general
Odisha,2012.0,general
Odisha,2012.0,general
Odisha,2012.0,general
Punjab,2001.0,general
Punjab,2001.0,general
Punjab,2001.0,general
Punjab,2001.0,general
Punjab,2001.0,general
Punjab,2001.0,general
Punjab,2001.0,general
Punjab,2001.0,general
Punjab,2001.0,general
Punjab,2001.0,general
Punjab,2001.0,general
Punjab,2001.0,general
Punjab,2001.0,general
Punjab,2001.0,general
Punjab,2002.0,general
Punjab,2002.0,general
Punjab,2002.0,general
Punjab,2002.0,general
Punjab,2002.0,general
Punjab,2002.0,general
Punjab,2002.0,general
Punjab,2002.0,general
Punjab,2002.0,general
Punjab,2002.0,general
Punjab,2002.0,general
Punjab,2002.0,general
Punjab,2002.0,general
Punjab,2002.0,general
Punjab,2003.0,general
Punjab,2003.0,general
Punjab,2003.0,general
Punjab,2003.0,general
Punjab,2003.0,general
Punjab,2003.0,general
Punjab,2003.0,general
Punjab,2003.0,general
Punjab,2003.0,general
Punjab,2003.0,general
Punjab,2003.0,general
Punjab,2003.0,general
Punjab,2003.0,general
Punjab,2003.0,general
Punjab,2004.0,general
Punjab,2004.0,general
Punjab,2004.0,general
Punjab,2004.0,general
Punjab,2004.0,general
Punjab,2004.0,general
Punjab,2004.0,general
Punjab,2004.0,general
Punjab,2004.0,general
Punjab,2004.0,general
Punjab,2004.0,general
Punjab,2004.0,general
Punjab,2004.0,general
Punjab,2004.0,general
Punjab,2005.0,general
Punjab,2005.0,general
Punjab,2005.0,general
Punjab,2005.0,general
Punjab,2005.0,general
Punjab,2005.0,general
Punjab,2005.0,general
Punjab,2005.0,general
Punjab,2005.0,general
Punjab,2005.0,general
Punjab,2005.0,general
Punjab,2005.0,general
Punjab,2005.0,general
Punjab,2005.0,general
Punjab,2006.0,general
Punjab,2006.0,general
Punjab,2006.0,general
Punjab,2006.0,general
Punjab,2006.0,general
Punjab,2006.0,general
Punjab,2006.0,general
Punjab,2006.0,general
Punjab,2006.0,general
Punjab,2006.0,general
Punjab,2006.0,general
Punjab,2006.0,general
Punjab,2006.0,general
Punjab,2006.0,general
Punjab,2007.0,general
Punjab,2007.0,general
Punjab,2007.0,general
Punjab,2007.0,general
Punjab,2007.0,general
Punjab,2007.0,general
Punjab,2007.0,general
Punjab,2007.0,general
Punjab,2007.0,general
Punjab,2007.0,general
Punjab,2007.0,general
Punjab,2007.0,general
Punjab,2007.0,general
Punjab,2007.0,general
Punjab,2008.0,general
Punjab,2008.0,general
Punjab,2008.0,general
Punjab,2008.0,general
Punjab,2008.0,general
Punjab,2008.0,general
Punjab,2008.0,general
Punjab,2008.0,general
Punjab,2008.0,general
Punjab,2008.0,general
Punjab,2008.0,general
Punjab,2008.0,general
Punjab,2008.0,general
Punjab,2008.0,general
Punjab,2009.0,general
Punjab,2009.0,general
Punjab,2009.0,general
Punjab,2009.0,general
Punjab,2009.0,general
Punjab,2009.0,general
Punjab,2009.0,general
Punjab,2009.0,general
Punjab,2009.0,general
Punjab,2009.0,general
Punjab,2009.0,general
Punjab,2009.0,general
Punjab,2009.0,general
Punjab,2009.0,general
Punjab,2010.0,general
Punjab,2010.0,general
Punjab,2010.0,general
Punjab,2010.0,general
Punjab,2010.0,general
Punjab,2010.0,general
Punjab,2010.0,general
Punjab,2010.0,general
Punjab,2010.0,general
Punjab,2010.0,general
Punjab,2010.0,general
Punjab,2010.0,general
Punjab,2010.0,general
Punjab,2010.0,general
Punjab,2011.0,general
Punjab,2011.0,general
Punjab,2011.0,general
Punjab,2011.0,general
Punjab,2011.0,general
Punjab,2011.0,general
Punjab,2011.0,general
Punjab,2011.0,general
Punjab,2011.0,general
Punjab,2011.0,general
Punjab,2011.0,general
Punjab,2011.0,general
Punjab,2011.0,general
Punjab,2011.0,general
Punjab,2012.0,general
Punjab,2012.0,general
Punjab,2012.0,general
Punjab,2012.0,general
Punjab,2012.0,general
Punjab,2012.0,general
Punjab,2012.0,general
Punjab,2012.0,general
Punjab,2012.0,general
Punjab,2012.0,general
Punjab,2012.0,general
Punjab,2012.0,general
Punjab,2012.0,general
Punjab,2012.0,general
Rajasthan,2001.0,general
Rajasthan,2001.0,general
Rajasthan,2001.0,general
Rajasthan,2001.0,general
Rajasthan,2001.0,general
Rajasthan,2001.0,general
Rajasthan,2001.0,general
Rajasthan,2001.0,general
Rajasthan,2001.0,general
Rajasthan,2001.0,general
Rajasthan,2001.0,general
Rajasthan,2001.0,general
Rajasthan,2001.0,general
Rajasthan,2001.0,general
Rajasthan,2002.0,general
Rajasthan,2002.0,general
Rajasthan,2002.0,general
Rajasthan,2002.0,general
Rajasthan,2002.0,general
Rajasthan,2002.0,general
Rajasthan,2002.0,general
Rajasthan,2002.0,general
Rajasthan,2002.0,general
Rajasthan,2002.0,general
Rajasthan,2002.0,general
Rajasthan,2002.0,general
Rajasthan,2002.0,general
Rajasthan,2002.0,general
Rajasthan,2003.0,general
Rajasthan,2003.0,general
Rajasthan,2003.0,general
Rajasthan,2003.0,general
Rajasthan,2003.0,general
Rajasthan,2003.0,general
Rajasthan,2003.0,general
Rajasthan,2003.0,general
Rajasthan,2003.0,general
Rajasthan,2003.0,general
Rajasthan,2003.0,general
Rajasthan,2003.0,general
Rajasthan,2003.0,general
Rajasthan,2003.0,general
Rajasthan,2004.0,general
Rajasthan,2004.0,general
Rajasthan,2004.0,general
Rajasthan,2004.0,general
Rajasthan,2004.0,general
Rajasthan,2004.0,general
Rajasthan,2004.0,general
Rajasthan,2004.0,general
Rajasthan,2004.0,general
Rajasthan,2004.0,general
Rajasthan,2004.0,general
Rajasthan,2004.0,general
Rajasthan,2004.0,general
Rajasthan,2004.0,general
Rajasthan,2005.0,general
Rajasthan,2005.0,general
Rajasthan,2005.0,general
Rajasthan,2005.0,general
Rajasthan,2005.0,general
Rajasthan,2005.0,general
Rajasthan,2005.0,general
Rajasthan,2005.0,general
Rajasthan,2005.0,general
Rajasthan,2005.0,general
Rajasthan,2005.0,general
Rajasthan,2005.0,general
Rajasthan,2005.0,general
Rajasthan,2005.0,general
Rajasthan,2006.0,general
Rajasthan,2006.0,general
Rajasthan,2006.0,general
Rajasthan,2006.0,general
Rajasthan,2006.0,general
Rajasthan,2006.0,general
Rajasthan,2006.0,general
Rajasthan,2006.0,general
Rajasthan,2006.0,general
Rajasthan,2006.0,general
Rajasthan,2006.0,general
Rajasthan,2006.0,general
Rajasthan,2006.0,general
Rajasthan,2006.0,general
Rajasthan,2007.0,general
Rajasthan,2007.0,general
Rajasthan,2007.0,general
Rajasthan,2007.0,general
Rajasthan,2007.0,general
Rajasthan,2007.0,general
Rajasthan,2007.0,general
Rajasthan,2007.0,general
Rajasthan,2007.0,general
Rajasthan,2007.0,general
Rajasthan,2007.0,general
Rajasthan,2007.0,general
Rajasthan,2007.0,general
Rajasthan,2007.0,general
Rajasthan,2008.0,general
Rajasthan,2008.0,general
Rajasthan,2008.0,general
Rajasthan,2008.0,general
Rajasthan,2008.0,general
Rajasthan,2008.0,general
Rajasthan,2008.0,general
Rajasthan,2008.0,general
Rajasthan,2008.0,general
Rajasthan,2008.0,general
Rajasthan,2008.0,general
Rajasthan,2008.0,general
Rajasthan,2008.0,general
Rajasthan,2008.0,general
Rajasthan,2009.0,general
Rajasthan,2009.0,general
Rajasthan,2009.0,general
Rajasthan,2009.0,general
Rajasthan,2009.0,general
Rajasthan,2009.0,general
Rajasthan,2009.0,general
Rajasthan,2009.0,general
Rajasthan,2009.0,general
Rajasthan,2009.0,general
Rajasthan,2009.0,general
Rajasthan,2009.0,general
Rajasthan,2009.0,general
Rajasthan,2009.0,general
Rajasthan,2010.0,general
Rajasthan,2010.0,general
Rajasthan,2010.0,general
Rajasthan,2010.0,general
Rajasthan,2010.0,general
Rajasthan,2010.0,general
Rajasthan,2010.0,general
Rajasthan,2010.0,general
Rajasthan,2010.0,general
Rajasthan,2010.0,general
Rajasthan,2010.0,general
Rajasthan,2010.0,general
Rajasthan,2010.0,general
Rajasthan,2010.0,general
Rajasthan,2011.0,general
Rajasthan,2011.0,general
Rajasthan,2011.0,general
Rajasthan,2011.0,general
Rajasthan,2011.0,general
Rajasthan,2011.0,general
Rajasthan,2011.0,general
Rajasthan,2011.0,general
Rajasthan,2011.0,general
Rajasthan,2011.0,general
Rajasthan,2011.0,general
Rajasthan,2011.0,general
Rajasthan,2011.0,general
Rajasthan,2011.0,general
Rajasthan,2012.0,general
Rajasthan,2012.0,general
Rajasthan,2012.0,general
Rajasthan,2012.0,general
Rajasthan,2012.0,general
Rajasthan,2012.0,general
Rajasthan,2012.0,general
Rajasthan,2012.0,general
Rajasthan,2012.0,general
Rajasthan,2012.0,general
Rajasthan,2012.0,general
Rajasthan,2012.0,general
Rajasthan,2012.0,general
Rajasthan,2012.0,general
Sikkim,2001.0,general
Sikkim,2001.0,general
Sikkim,2001.0,general
Sikkim,2001.0,general
Sikkim,2001.0,general
Sikkim,2001.0,general
Sikkim,2001.0,general
Sikkim,2001.0,general
Sikkim,2001.0,general
Sikkim,2001.0,general
Sikkim,2001.0,general
Sikkim,2001.0,general
Sikkim,2001.0,general
Sikkim,2001.0,general
Sikkim,2002.0,general
Sikkim,2002.0,general
Sikkim,2002.0,general
Sikkim,2002.0,general
Sikkim,2002.0,general
Sikkim,2002.0,general
Sikkim,2002.0,general
Sikkim,2002.0,general
Sikkim,2002.0,general
Sikkim,2002.0,general
Sikkim,2002.0,general
Sikkim,2002.0,general
Sikkim,2002.0,general
Sikkim,2002.0,general
Sikkim,2003.0,general
Sikkim,2003.0,general
Sikkim,2003.0,general
Sikkim,2003.0,general
Sikkim,2003.0,general
Sikkim,2003.0,general
Sikkim,2003.0,general
Sikkim,2003.0,general
Sikkim,2003.0,general
Sikkim,2003.0,general
Sikkim,2003.0,general
Sikkim,2003.0,general
Sikkim,2003.0,general
Sikkim,2003.0,general
Sikkim,2004.0,general
Sikkim,2004.0,general
Sikkim,2004.0,general
Sikkim,2004.0,general
Sikkim,2004.0,general
Sikkim,2004.0,general
Sikkim,2004.0,general
Sikkim,2004.0,general
Sikkim,2004.0,general
Sikkim,2004.0,general
Sikkim,2004.0,general
Sikkim,2004.0,general
Sikkim,2004.0,general
Sikkim,2004.0,general
Sikkim,2005.0,general
Sikkim,2005.0,general
Sikkim,2005.0,general
Sikkim,2005.0,general
Sikkim,2005.0,general
Sikkim,2005.0,general
Sikkim,2005.0,general
Sikkim,2005.0,general
Sikkim,2005.0,general
Sikkim,2005.0,general
Sikkim,2005.0,general
Sikkim,2005.0,general
Sikkim,2005.0,general
Sikkim,2005.0,general
Sikkim,2006.0,general
Sikkim,2006.0,general
Sikkim,2006.0,general
Sikkim,2006.0,general
Sikkim,2006.0,general
Sikkim,2006.0,general
Sikkim,2006.0,general
Sikkim,2006.0,general
Sikkim,2006.0,general
Sikkim,2006.0,general
Sikkim,2006.0,general
Sikkim,2006.0,general
Sikkim,2006.0,general
Sikkim,2006.0,general
Sikkim,2007.0,general
Sikkim,2007.0,general
Sikkim,2007.0,general
Sikkim,2007.0,general
Sikkim,2007.0,general
Sikkim,2007.0,general
Sikkim,2007.0,general
Sikkim,2007.0,general
Sikkim,2007.0,general
Sikkim,2007.0,general
Sikkim,2007.0,general
Sikkim,2007.0,general
Sikkim,2007.0,general
Sikkim,2007.0,general
Sikkim,2008.0,general
Sikkim,2008.0,general
Sikkim,2008.0,general
Sikkim,2008.0,general
Sikkim,2008.0,general
Sikkim,2008.0,general
Sikkim,2008.0,general
Sikkim,2008.0,general
Sikkim,2008.0,general
Sikkim,2008.0,general
Sikkim,2008.0,general
Sikkim,2008.0,general
Sikkim,2008.0,general
Sikkim,2008.0,general
Sikkim,2009.0,general
Sikkim,2009.0,general
Sikkim,2009.0,general
Sikkim,2009.0,general
Sikkim,2009.0,general
Sikkim,2009.0,general
Sikkim,2009.0,general
Sikkim,2009.0,general
Sikkim,2009.0,general
Sikkim,2009.0,general
Sikkim,2009.0,general
Sikkim,2009.0,general
Sikkim,2009.0,general
Sikkim,2009.0,general
Sikkim,2010.0,general
Sikkim,2010.0,general
Sikkim,2010.0,general
Sikkim,2010.0,general
Sikkim,2010.0,general
Sikkim,2010.0,general
Sikkim,2010.0,general
Sikkim,2010.0,general
Sikkim,2010.0,general
Sikkim,2010.0,general
Sikkim,2010.0,general
Sikkim,2010.0,general
Sikkim,2010.0,general
Sikkim,2010.0,general
Sikkim,2011.0,general
Sikkim,2011.0,general
Sikkim,2011.0,general
Sikkim,2011.0,general
Sikkim,2011.0,general
Sikkim,2011.0,general
Sikkim,2011.0,general
Sikkim,2011.0,general
Sikkim,2011.0,general
Sikkim,2011.0,general
Sikkim,2011.0,general
Sikkim,2011.0,general
Sikkim,2011.0,general
Sikkim,2011.0,general
Sikkim,2012.0,general
Sikkim,2012.0,general
Sikkim,2012.0,general
Sikkim,2012.0,general
Sikkim,2012.0,general
Sikkim,2012.0,general
Sikkim,2012.0,general
Sikkim,2012.0,general
Sikkim,2012.0,general
Sikkim,2012.0,general
Sikkim,2012.0,general
Sikkim,2012.0,general
Sikkim,2012.0,general
Sikkim,2012.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2001.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2002.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2003.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2004.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2005.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2006.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2007.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2008.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2009.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2010.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2011.0,general
Tamil Nadu,2012.0,general
Tamil Nadu,2012.0,general
Tamil Nadu,2012.0,general
Tamil Nadu,2012.0,general
Tamil Nadu,2012.0,general
Tamil Nadu,2012.0,general
Tamil Nadu,2012.0,general
Tamil Nadu,2012.0,general
Tamil Nadu,2012.0,general
Tamil Nadu,2012.0,general
Tamil Nadu,2012.0,general
Tamil Nadu,2012.0,general
Tamil Nadu,2012.0,general
Tamil Nadu,2012.0,general
Tripura,2001.0,general
Tripura,2001.0,general
Tripura,2001.0,general
Tripura,2001.0,general
Tripura,2001.0,general
Tripura,2001.0,general
Tripura,2001.0,general
Tripura,2001.0,general
Tripura,2001.0,general
Tripura,2001.0,general
Tripura,2001.0,general
Tripura,2001.0,general
Tripura,2001.0,general
Tripura,2001.0,general
Tripura,2002.0,general
Tripura,2002.0,general
Tripura,2002.0,general
Tripura,2002.0,general
Tripura,2002.0,general
Tripura,2002.0,general
Tripura,2002.0,general
Tripura,2002.0,general
Tripura,2002.0,general
Tripura,2002.0,general
Tripura,2002.0,general
Tripura,2002.0,general
Tripura,2002.0,general
Tripura,2002.0,general
Tripura,2003.0,general
Tripura,2003.0,general
Tripura,2003.0,general
Tripura,2003.0,general
Tripura,2003.0,general
Tripura,2003.0,general
Tripura,2003.0,general
Tripura,2003.0,general
Tripura,2003.0,general
Tripura,2003.0,general
Tripura,2003.0,general
Tripura,2003.0,general
Tripura,2003.0,general
Tripura,2003.0,general
Tripura,2004.0,general
Tripura,2004.0,general
Tripura,2004.0,general
Tripura,2004.0,general
Tripura,2004.0,general
Tripura,2004.0,general
Tripura,2004.0,general
Tripura,2004.0,general
Tripura,2004.0,general
Tripura,2004.0,general
Tripura,2004.0,general
Tripura,2004.0,general
Tripura,2004.0,general
Tripura,2004.0,general
Tripura,2005.0,general
Tripura,2005.0,general
Tripura,2005.0,general
Tripura,2005.0,general
Tripura,2005.0,general
Tripura,2005.0,general
Tripura,2005.0,general
Tripura,2005.0,general
Tripura,2005.0,general
Tripura,2005.0,general
Tripura,2005.0,general
Tripura,2005.0,general
Tripura,2005.0,general
Tripura,2005.0,general
Tripura,2006.0,general
Tripura,2006.0,general
Tripura,2006.0,general
Tripura,2006.0,general
Tripura,2006.0,general
Tripura,2006.0,general
Tripura,2006.0,general
Tripura,2006.0,general
Tripura,2006.0,general
Tripura,2006.0,general
Tripura,2006.0,general
Tripura,2006.0,general
Tripura,2006.0,general
Tripura,2006.0,general
Tripura,2007.0,general
Tripura,2007.0,general
Tripura,2007.0,general
Tripura,2007.0,general
Tripura,2007.0,general
Tripura,2007.0,general
Tripura,2007.0,general
Tripura,2007.0,general
Tripura,2007.0,general
Tripura,2007.0,general
Tripura,2007.0,general
Tripura,2007.0,general
Tripura,2007.0,general
Tripura,2007.0,general
Tripura,2008.0,general
Tripura,2008.0,general
Tripura,2008.0,general
Tripura,2008.0,general
Tripura,2008.0,general
Tripura,2008.0,general
Tripura,2008.0,general
Tripura,2008.0,general
Tripura,2008.0,general
Tripura,2008.0,general
Tripura,2008.0,general
Tripura,2008.0,general
Tripura,2008.0,general
Tripura,2008.0,general
Tripura,2009.0,general
Tripura,2009.0,general
Tripura,2009.0,general
Tripura,2009.0,general
Tripura,2009.0,general
Tripura,2009.0,general
Tripura,2009.0,general
Tripura,2009.0,general
Tripura,2009.0,general
Tripura,2009.0,general
Tripura,2009.0,general
Tripura,2009.0,general
Tripura,2009.0,general
Tripura,2009.0,general
Tripura,2010.0,general
Tripura,2010.0,general
Tripura,2010.0,general
Tripura,2010.0,general
Tripura,2010.0,general
Tripura,2010.0,general
Tripura,2010.0,general
Tripura,2010.0,general
Tripura,2010.0,general
Tripura,2010.0,general
Tripura,2010.0,general
Tripura,2010.0,general
Tripura,2010.0,general
Tripura,2010.0,general
Tripura,2011.0,general
Tripura,2011.0,general
Tripura,2011.0,general
Tripura,2011.0,general
Tripura,2011.0,general
Tripura,2011.0,general
Tripura,2011.0,general
Tripura,2011.0,general
Tripura,2011.0,general
Tripura,2011.0,general
Tripura,2011.0,general
Tripura,2011.0,general
Tripura,2011.0,general
Tripura,2011.0,general
Tripura,2012.0,general
Tripura,2012.0,general
Tripura,2012.0,general
Tripura,2012.0,general
Tripura,2012.0,general
Tripura,2012.0,general
Tripura,2012.0,general
Tripura,2012.0,general
Tripura,2012.0,general
Tripura,2012.0,general
Tripura,2012.0,general
Tripura,2012.0,general
Tripura,2012.0,general
Tripura,2012.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2001.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2002.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2003.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2004.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2005.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2006.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2007.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2008.0,general
Uttar Pradesh,2009.0,general
Uttar Pradesh,2009.0,general
Uttar Pradesh,2009.0,general
Uttar Pradesh,2009.0,general
Uttar Pradesh,2009.0,general
Uttar Pradesh,2009.0,general
